gene_id,UP_90_10_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_11_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_12_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_1_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_2_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_3_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_4_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_5_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_6_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_7_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_8_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_9_IonXpressRNA.Aligned.sortedByCoord.out
ENSGALG00000050964,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050967,3,2,0,3,4,5,7,0,11,6,2,0
ENSGALG00000050966,34,17,12,84,5,38,19,9,16,17,22,5
ENSGALG00000050961,1,1,0,0,0,1,0,0,5,0,1,0
ENSGALG00000050960,1,1,0,1,1,2,0,0,1,1,1,1
ENSGALG00000050963,1,1,0,1,0,1,0,1,0,1,1,0
ENSGALG00000050962,1,0,0,0,0,2,0,1,1,0,3,1
ENSGALG00000010411,1809,1808,1371,2870,1196,4182,1914,1495,1945,1120,1911,1542
ENSGALG00000010413,320,216,123,256,239,714,371,383,679,113,229,461
ENSGALG00000010412,519,664,361,853,286,1011,527,397,880,287,389,538
ENSGALG00000010417,101,210,77,128,100,81,40,67,130,113,117,173
ENSGALG00000054240,3,5,0,12,0,1,0,1,10,6,2,3
ENSGALG00000054241,9,25,20,38,6,50,46,25,18,10,10,7
ENSGALG00000054242,1,1,1,1,0,3,0,2,1,1,1,1
ENSGALG00000054243,3,14,8,20,11,39,45,0,8,10,12,5
ENSGALG00000054244,363,659,315,161,178,508,219,180,253,342,127,291
ENSGALG00000054245,0,1,0,0,0,0,0,0,4,0,0,0
ENSGALG00000054246,4,2,7,5,2,5,8,1,3,2,2,2
ENSGALG00000054247,7,2,7,1,0,35,11,1,22,3,1,0
ENSGALG00000054248,0,2,0,0,0,0,0,1,0,0,1,0
ENSGALG00000054249,4,1,1,2,35,6,33,41,87,29,6,4
ENSGALG00000016813,430,372,265,1195,335,1975,1026,474,954,488,652,366
ENSGALG00000016811,498,695,467,921,281,1620,592,640,582,357,601,609
ENSGALG00000016810,286,386,115,364,115,426,261,139,722,247,198,256
ENSGALG00000016817,1464,1887,1252,1562,632,6568,1545,901,1450,846,686,1193
ENSGALG00000016816,276,325,129,429,114,672,311,257,294,139,336,305
ENSGALG00000016815,18,5,10,8,13,23,1,7,20,2,6,11
ENSGALG00000043006,4016,7186,3171,4392,2331,7860,3262,3396,3687,2823,3274,4095
ENSGALG00000007543,35,71,36,27,52,63,22,0,447,54,42,37
ENSGALG00000007541,473,804,503,713,301,1173,382,342,494,264,516,640
ENSGALG00000007547,608,1130,421,783,332,2088,591,479,1050,674,678,577
ENSGALG00000007546,466,611,418,168,263,2629,222,119,369,303,102,133
ENSGALG00000007549,1237,1624,867,2269,814,3528,1864,1267,1606,763,1497,1460
ENSGALG00000026518,635,919,950,643,566,1052,793,770,1891,481,610,740
ENSGALG00000007378,305,463,203,418,167,712,315,262,304,203,286,276
ENSGALG00000053731,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000053730,2,17,15,1,5,79,12,10,10,7,3,4
ENSGALG00000053733,2,0,0,0,0,1,1,0,0,4,2,0
ENSGALG00000053732,2,1,0,1,1,0,0,0,1,2,1,0
ENSGALG00000053735,1,1,2,1,1,1,1,0,1,0,0,9
ENSGALG00000053734,22,66,19,14,13,44,29,7,42,14,13,17
ENSGALG00000053737,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053736,1,1,0,1,0,1,1,0,0,1,1,0
ENSGALG00000053739,2,2,0,2,1,1,1,1,1,2,1,1
ENSGALG00000053738,15,55,19,1,1,185,18,0,19,20,8,0
ENSGALG00000045920,10,16,4,32,12,25,23,0,51,7,19,5
ENSGALG00000045925,15,20,0,0,4,57,0,0,4,0,10,14
ENSGALG00000031244,1423,2641,1304,2230,1185,2834,2076,1341,2914,1396,1631,1770
ENSGALG00000031240,249,310,168,273,158,482,238,214,319,122,193,225
ENSGALG00000031243,1130,2070,1004,580,512,1213,368,888,1232,975,919,1432
ENSGALG00000031248,136,179,83,154,86,240,97,65,142,108,123,154
ENSGALG00000035554,57,111,43,51,80,116,50,27,96,49,55,39
ENSGALG00000035557,1,2,0,1,1,1,1,0,6,2,1,2
ENSGALG00000041560,137,254,120,148,82,150,103,56,297,153,222,100
ENSGALG00000015898,928,1026,648,2148,541,2863,1619,931,1519,611,1092,1093
ENSGALG00000015892,55,93,54,98,27,103,70,79,111,26,58,98
ENSGALG00000015897,2368,5891,2554,14449,3914,17732,10823,6620,6347,3123,3034,7340
ENSGALG00000015895,211,414,83,644,133,552,247,199,342,186,169,265
ENSGALG00000034206,17,43,40,87,17,56,58,51,59,9,32,50
ENSGALG00000044327,4,5,5,5,5,32,1,6,8,9,5,8
ENSGALG00000034204,6,33,2,23,0,65,2,15,17,10,2,8
ENSGALG00000047781,2,9,0,14,3,28,10,0,20,0,4,4
ENSGALG00000047780,3,2,5,2,2,11,2,1,1,2,2,3
ENSGALG00000047783,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047782,99,161,66,130,67,179,89,62,305,153,146,107
ENSGALG00000047785,2,2,1,2,2,1,1,1,11,1,2,2
ENSGALG00000047784,1,0,0,0,0,0,0,0,1,0,0,0
ENSGALG00000047787,0,0,0,4,0,0,3,0,9,0,0,0
ENSGALG00000047786,19,11,0,48,15,59,7,30,28,28,12,26
ENSGALG00000047789,1,1,1,1,0,1,0,0,1,1,1,1
ENSGALG00000047788,26,29,6,64,13,216,70,21,50,7,27,21
ENSGALG00000013964,315,294,63,133,160,116,47,162,114,159,104,123
ENSGALG00000046788,1,1,0,0,1,2,0,0,1,1,1,1
ENSGALG00000046789,0,1,1,1,0,1,1,1,1,1,1,1
ENSGALG00000037957,26,15,19,28,0,21,5,7,22,7,22,30
ENSGALG00000046783,1,1,0,1,0,0,0,0,1,1,1,0
ENSGALG00000037955,1556,2773,1486,2365,1247,4244,1902,1704,2089,943,1864,2379
ENSGALG00000046781,9,7,1,4,2,3,3,3,7,2,2,3
ENSGALG00000037953,22506,37140,14653,17670,16122,32662,16414,17041,28220,16783,13649,18280
ENSGALG00000046787,501,955,387,644,328,945,445,516,768,477,606,693
ENSGALG00000046784,8,0,0,11,11,24,6,0,13,0,1,12
ENSGALG00000046785,1,4,1,4,0,4,1,2,8,2,2,2
ENSGALG00000028210,130,28,0,0,42,0,0,0,0,48,0,6
ENSGALG00000013967,80,58,49,148,94,188,98,79,113,75,110,80
ENSGALG00000028214,25,27,20,27,29,73,20,1,26,29,39,19
ENSGALG00000028216,3,2,1,2,1,5,3,1,6,1,2,1
ENSGALG00000040832,3530,7620,2565,1543,1550,8670,2482,2230,4422,5170,1603,2738
ENSGALG00000040833,417,579,242,427,181,2174,356,348,403,285,233,207
ENSGALG00000040836,79,30,41,83,53,226,87,40,119,53,60,70
ENSGALG00000040834,1532,2832,1195,3192,1077,2973,1852,1994,3085,1051,2018,2013
ENSGALG00000013962,1085,1762,957,1933,840,4240,1775,1002,1294,623,1266,1371
ENSGALG00000052952,150,215,126,137,142,523,118,60,354,329,189,191
ENSGALG00000052953,1,1,0,1,3,0,1,0,3,1,1,0
ENSGALG00000052950,2,2,0,4,1,1,1,0,2,2,2,1
ENSGALG00000047438,4,2,2,3,4,11,0,1,0,3,2,1
ENSGALG00000052956,1,1,0,2,0,1,0,0,1,1,0,1
ENSGALG00000052957,1,3,2,3,1,6,2,1,6,4,4,1
ENSGALG00000052954,1,0,0,1,0,0,0,0,0,0,0,0
ENSGALG00000052955,0,1,0,0,0,1,0,0,0,1,2,5
ENSGALG00000047433,1,0,0,0,0,0,0,0,0,0,57,0
ENSGALG00000047432,4,1,7,5,0,4,4,0,1,1,10,3
ENSGALG00000052958,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047430,0,0,0,1,0,0,0,1,0,0,0,0
ENSGALG00000047437,16,8,3,4,4,24,17,8,6,2,12,38
ENSGALG00000047436,0,1,0,5,1,0,1,1,1,1,3,0
ENSGALG00000047435,25,27,16,63,7,53,30,35,26,8,38,21
ENSGALG00000047434,38,80,31,29,19,68,57,42,165,45,56,42
ENSGALG00000051607,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000051606,0,2,0,2,0,1,0,0,3,1,1,2
ENSGALG00000051605,3,13,2,2,1,6,1,1,3,3,3,1
ENSGALG00000051604,1,0,0,2,5,0,0,0,3,1,2,5
ENSGALG00000051603,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051602,5,2,0,1,0,1,0,0,2,1,0,1
ENSGALG00000004153,410,541,228,720,284,1238,607,406,434,311,460,508
ENSGALG00000004152,532,1207,613,827,290,1442,474,346,873,525,556,647
ENSGALG00000040784,1498,2535,974,1918,853,3579,2292,788,2271,786,1381,1383
ENSGALG00000040787,703,1013,416,591,322,1284,525,509,835,627,637,492
ENSGALG00000040780,385,604,295,18,3,884,13,195,11,16,19,469
ENSGALG00000051609,1,1,0,1,0,1,0,1,1,1,1,1
ENSGALG00000051608,0,0,1,0,1,0,0,0,0,0,0,0
ENSGALG00000029166,130,267,97,46,44,182,72,75,99,86,78,129
ENSGALG00000029168,828,569,3,52,764,5,16,238,24,521,1,261
ENSGALG00000045499,10,20,7,22,9,13,5,9,10,4,18,5
ENSGALG00000049699,120,208,103,375,117,565,245,73,257,117,176,113
ENSGALG00000049698,0,2,0,3,1,1,1,0,1,1,1,1
ENSGALG00000049691,10,17,1,19,2,12,3,9,9,3,5,2
ENSGALG00000049690,16,14,12,11,8,32,22,2,25,8,11,6
ENSGALG00000049693,0,2,0,10,0,0,5,0,7,4,0,0
ENSGALG00000049692,5,0,0,6,0,25,0,0,0,6,8,6
ENSGALG00000049695,1,0,0,0,0,21,8,0,10,0,5,0
ENSGALG00000049694,0,1,0,1,0,0,0,0,1,1,0,0
ENSGALG00000049697,84,199,152,83,33,144,63,106,50,29,152,132
ENSGALG00000049696,4,3,3,4,4,33,2,3,9,5,0,2
ENSGALG00000050554,1,1,0,1,1,0,0,0,1,1,0,0
ENSGALG00000050555,1,3,1,1,1,3,1,0,1,3,1,1
ENSGALG00000050556,3,1,2,1,3,5,8,0,4,6,5,3
ENSGALG00000050557,2,5,9,4,2,32,2,2,10,5,5,6
ENSGALG00000050550,0,1,0,1,0,0,1,0,0,0,1,0
ENSGALG00000050551,3,1,0,1,0,1,3,1,7,2,1,1
ENSGALG00000050552,514,589,202,320,219,628,203,226,659,243,246,538
ENSGALG00000050553,6,3,0,7,10,14,15,0,1,3,1,12
ENSGALG00000050558,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050559,1,1,1,0,0,0,0,1,1,1,0,0
ENSGALG00000032206,31,98,29,33,30,70,11,21,60,62,19,41
ENSGALG00000032207,1024,1668,926,2000,753,4904,1976,1002,2305,948,1342,1142
ENSGALG00000011400,120,155,64,178,93,762,142,144,325,100,112,106
ENSGALG00000011403,1646,2681,1538,1745,852,3639,1309,1400,2088,1336,1538,1979
ENSGALG00000011402,2167,3080,1096,2318,1093,4690,1688,1049,3258,1488,1920,2076
ENSGALG00000011405,2824,3535,1418,7513,2568,10589,5398,4261,3973,1508,3948,4585
ENSGALG00000011404,143,246,121,81,79,687,105,59,114,96,21,83
ENSGALG00000011406,251,434,171,308,209,298,290,321,508,205,267,390
ENSGALG00000011409,196,663,184,254,243,985,294,335,437,403,180,236
ENSGALG00000033854,178,354,120,147,164,393,80,111,261,254,142,213
ENSGALG00000034983,2,3,0,1,1,2,1,1,1,3,1,1
ENSGALG00000034982,247,339,138,163,170,211,92,170,325,356,171,198
ENSGALG00000041493,4,4,1,43,2,4,1,0,17,0,1,1
ENSGALG00000041491,126,244,160,726,150,543,219,118,169,140,400,249
ENSGALG00000034986,1387,1904,1104,3544,1823,3102,3047,1797,5550,1725,2481,1917
ENSGALG00000034989,290,565,236,358,192,1209,346,138,533,245,255,321
ENSGALG00000034988,953,1870,545,703,656,1084,626,854,1269,818,789,1045
ENSGALG00000032978,5,4,3,5,9,11,0,0,12,13,2,0
ENSGALG00000032974,3256,2608,1470,1482,1427,3939,2587,2460,5259,1431,1174,2686
ENSGALG00000032975,509,1662,882,1871,475,1370,1034,593,951,699,1306,879
ENSGALG00000032971,1,1,1,1,1,1,1,1,1,1,1,1
ENSGALG00000006018,3,1,0,0,0,13,0,0,0,3,0,5
ENSGALG00000002129,842,1190,714,1598,532,2075,1230,616,1126,417,1051,963
ENSGALG00000002123,755,1666,723,1097,388,1913,751,922,1067,598,1066,1296
ENSGALG00000002121,0,0,0,0,0,21,0,0,23,3,0,3
ENSGALG00000002127,128,442,192,87,84,116,69,111,128,93,82,137
ENSGALG00000002124,929,1338,640,1955,855,2107,1598,809,2690,963,1455,1257
ENSGALG00000002125,53,140,39,264,103,247,127,54,192,70,118,91
ENSGALG00000048649,0,1,0,1,0,0,0,0,0,0,0,0
ENSGALG00000048648,5,1,0,1,1,2,1,1,1,1,4,0
ENSGALG00000048641,0,0,0,0,3,0,2,0,0,1,0,1
ENSGALG00000048640,0,0,0,0,0,0,1,0,0,0,0,0
ENSGALG00000048643,0,1,0,1,0,1,0,0,0,1,1,0
ENSGALG00000048642,0,0,0,0,0,1,0,0,0,0,1,0
ENSGALG00000048645,1,4,0,0,1,0,0,0,1,1,1,1
ENSGALG00000048644,5,2,0,14,3,64,6,3,8,7,6,4
ENSGALG00000048647,9,18,14,7,0,16,2,0,4,3,0,6
ENSGALG00000048646,60,107,34,10,42,214,17,35,42,113,14,59
ENSGALG00000030194,599,1117,517,512,432,1333,567,608,986,645,625,751
ENSGALG00000030195,3,35,26,66,22,37,39,19,30,12,52,13
ENSGALG00000030220,314,401,188,272,272,677,272,174,646,361,249,261
ENSGALG00000035610,597,1057,421,822,401,1633,579,660,1109,512,591,716
ENSGALG00000030226,1,0,0,1,1,0,0,0,1,1,1,0
ENSGALG00000030229,1086,2008,1013,2606,645,1642,1469,1090,2728,1050,2683,1462
ENSGALG00000035619,0,0,0,0,1,0,0,0,0,0,0,0
ENSGALG00000038433,304,382,138,197,120,636,89,84,245,98,71,178
ENSGALG00000038432,10,1,0,5,5,18,10,0,1,5,4,35
ENSGALG00000049998,45,46,23,66,16,57,40,47,98,24,51,51
ENSGALG00000049999,1,2,1,4,1,2,1,1,2,2,2,1
ENSGALG00000049996,7,38,11,11,2,11,15,3,30,24,30,23
ENSGALG00000049997,4,6,0,14,2,36,0,0,6,2,0,3
ENSGALG00000049994,5,20,0,9,0,9,13,0,41,0,7,11
ENSGALG00000049995,9,7,4,19,0,3,1,0,3,1,8,8
ENSGALG00000049992,828,931,469,1296,872,1359,1065,604,1045,822,474,645
ENSGALG00000049993,2,0,0,1,0,1,0,0,18,1,1,0
ENSGALG00000049990,5,7,0,8,0,23,2,0,11,3,7,0
ENSGALG00000049991,1,1,0,1,0,0,0,0,0,0,0,0
ENSGALG00000003299,2343,3625,1905,3671,1614,8132,2918,1678,3657,1647,2321,2699
ENSGALG00000003298,280,447,275,452,129,1026,322,352,382,194,257,286
ENSGALG00000003293,2379,2987,1578,4310,1821,6530,2867,2095,3510,1433,2461,2465
ENSGALG00000003297,2205,4539,2435,3371,1837,8539,3004,2113,4495,1230,2082,2565
ENSGALG00000003295,1642,2862,1209,4495,1554,4080,3171,1314,3606,1164,2850,2616
ENSGALG00000003294,205,274,181,253,81,1022,277,196,233,130,152,207
ENSGALG00000023934,5,14,0,19,0,0,13,0,9,1,13,1
ENSGALG00000023936,14,44,0,7,14,42,30,4,27,4,5,7
ENSGALG00000023937,312,458,189,563,233,732,568,211,668,251,352,358
ENSGALG00000023933,2614,295,136,149,864,2509,972,2553,3029,166,122,7258
ENSGALG00000019157,2,1,0,1,2,1,0,1,82,1,1,1
ENSGALG00000003748,1509,2299,1465,2047,627,6375,1332,1579,2467,762,1550,1460
ENSGALG00000003745,635,1049,407,651,462,3337,537,402,1145,850,395,582
ENSGALG00000003744,197,318,244,236,67,441,258,128,336,243,220,173
ENSGALG00000003747,205,280,209,266,122,492,182,145,400,253,240,258
ENSGALG00000003741,2835,5298,2348,3042,2245,5705,2596,2201,7959,4232,2605,3034
ENSGALG00000003743,423,731,313,871,342,1508,593,451,786,342,413,507
ENSGALG00000003742,426,595,364,856,309,967,625,389,979,410,358,378
ENSGALG00000033753,638,1095,505,1068,393,1662,682,663,814,392,661,1089
ENSGALG00000001948,1737,3384,1940,2907,1278,6042,1986,1129,4207,2350,1805,1630
ENSGALG00000033754,200,312,138,289,83,641,156,85,398,182,261,281
ENSGALG00000033759,1064,1848,947,1437,862,3706,1640,1009,1846,1112,968,1186
ENSGALG00000033758,133,151,57,135,8,154,106,89,130,74,88,145
ENSGALG00000027100,1,1,0,2,1,0,0,0,1,1,1,0
ENSGALG00000027103,0,11,0,1,1,2,0,0,0,1,1,3
ENSGALG00000004212,3253,6440,3144,6995,1970,11413,4489,2965,3944,2203,4491,4112
ENSGALG00000004216,300,327,199,165,199,399,218,98,369,176,205,238
ENSGALG00000004215,1652,1988,906,1908,1195,3732,1814,1183,3025,1046,1291,1843
ENSGALG00000054006,3,7,2,5,2,3,0,2,3,0,4,4
ENSGALG00000054007,1,2,1,1,0,1,0,0,1,0,1,1
ENSGALG00000020775,439,690,363,730,261,1132,495,501,446,247,504,598
ENSGALG00000054005,705,832,461,828,449,1244,866,400,1499,688,699,688
ENSGALG00000054002,772,1324,513,565,566,959,502,488,1439,1082,767,969
ENSGALG00000054003,1,1,1,1,1,1,1,0,3,7,3,1
ENSGALG00000054000,0,0,1,0,0,0,0,0,0,0,1,1
ENSGALG00000054001,0,0,0,1,0,0,0,1,0,0,1,0
ENSGALG00000033462,267,76,32,424,99,492,538,97,636,219,152,146
ENSGALG00000054008,0,0,0,0,0,0,0,0,0,1,0,0
ENSGALG00000054009,1,1,0,0,0,0,0,0,0,0,0,0
ENSGALG00000006113,1050,1489,677,2047,593,3676,1171,636,1789,616,851,861
ENSGALG00000021791,3,5,2,1,0,1,1,0,2,0,1,2
ENSGALG00000021798,1,0,0,0,0,0,0,0,1,1,0,0
ENSGALG00000050262,1,0,0,0,0,0,0,0,1,1,1,0
ENSGALG00000050261,0,0,0,1,0,0,0,0,0,0,1,0
ENSGALG00000050266,1,1,0,1,0,1,0,1,0,0,0,1
ENSGALG00000005315,647,1041,354,613,469,1083,599,459,1232,571,581,723
ENSGALG00000005316,113,191,107,494,121,443,326,143,277,206,287,139
ENSGALG00000014155,4402,7131,2981,4243,4265,9340,3802,4231,8457,6406,4132,4201
ENSGALG00000023157,1747,2558,1168,2501,1426,3126,1702,1554,2524,1005,1608,1914
ENSGALG00000033960,627,824,413,1038,653,1467,1023,720,1413,420,744,1000
ENSGALG00000052471,97,307,130,99,63,186,49,106,102,168,130,139
ENSGALG00000003906,446,691,682,1013,322,1505,566,374,558,417,444,564
ENSGALG00000052472,1,0,0,1,1,1,0,0,0,1,1,0
ENSGALG00000041685,968,1123,482,1039,944,3168,1087,787,2238,1354,935,614
ENSGALG00000013771,71,236,185,357,74,312,291,71,261,72,181,115
ENSGALG00000013773,805,1160,512,970,444,1949,609,582,1236,443,611,754
ENSGALG00000013775,159,191,110,329,90,525,416,200,139,62,158,212
ENSGALG00000052477,1,1,0,1,1,1,1,0,1,1,1,1
ENSGALG00000013777,391,827,412,598,233,944,431,355,427,285,424,590
ENSGALG00000013776,94,180,161,213,68,409,122,83,115,68,117,135
ENSGALG00000013778,1097,1893,988,2526,814,3706,1762,1370,1669,702,1612,1883
ENSGALG00000039288,9397,17380,8380,13373,5765,22505,8896,7172,17752,10255,9994,9613
ENSGALG00000047755,3,3,0,2,0,6,0,1,3,1,1,9
ENSGALG00000039284,3059,4842,3121,5985,2328,10615,5097,2878,3710,1802,3350,4269
ENSGALG00000016699,13,16,0,26,5,11,13,16,29,2,21,7
ENSGALG00000016698,2,1,0,1,0,0,0,0,7,1,4,0
ENSGALG00000016691,11356,15709,7710,13999,6728,26385,11205,10236,12512,5845,11020,12518
ENSGALG00000016690,1,4,0,1,0,2,3,0,3,1,1,0
ENSGALG00000016693,180,186,95,150,74,1011,116,90,172,59,82,133
ENSGALG00000016692,75,96,51,58,8,285,68,9,80,27,48,55
ENSGALG00000016697,1299,2281,977,2267,763,2599,1386,1096,1714,628,1541,1701
ENSGALG00000038884,39,28,19,51,12,9,27,22,450,26,54,39
ENSGALG00000038885,4157,10689,5049,4836,3153,7256,3770,4328,7134,5059,4657,4646
ENSGALG00000027482,451,653,277,207,252,826,136,115,521,404,189,278
ENSGALG00000027483,32,54,20,35,10,150,27,8,69,20,24,4
ENSGALG00000027484,2,36,4,14,0,29,28,6,16,4,14,0
ENSGALG00000025418,132,41,32,245,53,300,281,62,289,25,41,32
ENSGALG00000025416,1,1,0,0,0,6,1,0,2,1,1,0
ENSGALG00000025410,8,12,6,32,10,4,18,8,29,14,24,19
ENSGALG00000025413,149,186,51,131,31,40,29,50,83,95,78,100
ENSGALG00000025412,0,1,0,0,1,0,0,0,0,0,1,0
ENSGALG00000054820,0,1,0,1,1,0,0,0,1,1,1,0
ENSGALG00000054821,155,225,144,237,113,347,189,100,111,79,132,136
ENSGALG00000054822,257,177,67,262,184,845,510,220,296,97,156,279
ENSGALG00000054823,2,1,0,0,0,0,0,0,13,0,0,0
ENSGALG00000054824,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054825,1,1,0,1,1,1,1,1,1,1,1,0
ENSGALG00000054826,2,1,3,4,1,8,1,0,1,1,1,1
ENSGALG00000054827,88,88,46,169,88,261,156,78,119,31,174,111
ENSGALG00000054828,0,8,1,4,0,0,0,0,0,5,0,0
ENSGALG00000054829,1,0,0,1,0,1,0,1,1,1,0,0
ENSGALG00000053715,0,0,0,0,0,0,0,0,1,0,1,0
ENSGALG00000014920,438,764,396,990,394,1660,701,507,997,431,741,478
ENSGALG00000014923,1069,1385,691,1871,864,2716,1260,837,1265,1146,1134,1046
ENSGALG00000014922,1832,2421,1365,2399,750,8168,1661,822,1500,1158,1133,1227
ENSGALG00000014925,1,1,0,2,0,11,0,1,1,1,1,0
ENSGALG00000014924,101,122,78,182,24,505,81,68,136,43,71,106
ENSGALG00000012735,13,23,11,0,0,13,5,0,11,0,12,14
ENSGALG00000028760,24,19,26,13,49,65,16,7,43,18,14,45
ENSGALG00000028762,1553,1876,1033,2597,880,5468,1835,1889,1758,824,1620,1643
ENSGALG00000028763,1,3,2,1,1,10,1,8,1,3,1,1
ENSGALG00000015348,2549,4306,2587,12681,2950,9604,8237,2961,5169,3360,8469,3155
ENSGALG00000015349,725,1399,729,2325,986,1436,1581,880,1528,923,1612,1140
ENSGALG00000015346,541,971,309,482,347,1984,322,460,709,505,476,451
ENSGALG00000015347,4,7,6,6,0,35,0,0,14,1,19,0
ENSGALG00000015344,462,713,256,776,266,1091,380,365,366,235,545,574
ENSGALG00000015345,33,27,16,13,14,117,12,19,36,9,41,30
ENSGALG00000015342,385,492,327,744,287,1186,562,311,518,209,552,497
ENSGALG00000015343,283,538,312,338,144,659,235,233,275,189,317,377
ENSGALG00000015340,730,981,523,1041,363,2024,714,631,850,578,647,787
ENSGALG00000008249,448,606,472,772,223,2199,467,314,569,350,454,351
ENSGALG00000008241,914,1503,790,1262,473,2404,858,705,1035,432,931,1168
ENSGALG00000008240,745,1061,593,1398,461,2680,870,863,817,362,827,1031
ENSGALG00000008247,1764,3017,1563,2201,900,4336,1776,1534,2254,1007,1565,1876
ENSGALG00000014883,154,203,130,240,92,550,162,82,150,109,187,165
ENSGALG00000014692,911,1323,609,1402,668,2961,1547,844,1205,469,917,953
ENSGALG00000014691,650,1033,606,1678,616,2115,1186,648,1024,610,814,791
ENSGALG00000014690,2680,4797,2604,7328,2501,7316,5945,3158,4391,2671,5414,4033
ENSGALG00000014695,7,38,10,44,7,40,3,36,61,3,15,14
ENSGALG00000051378,114,197,86,194,59,239,148,141,164,64,95,146
ENSGALG00000051377,0,0,0,0,0,0,0,0,0,0,1,0
ENSGALG00000051376,0,1,0,0,0,1,0,0,0,0,1,0
ENSGALG00000051375,0,0,0,0,0,71,0,0,0,0,4,0
ENSGALG00000014698,458,828,475,769,345,1546,568,630,751,355,457,407
ENSGALG00000051373,0,8,0,0,0,0,0,0,0,0,0,7
ENSGALG00000051372,50,69,25,65,42,116,32,52,80,37,27,64
ENSGALG00000051371,1,1,0,4,0,0,0,1,0,1,0,0
ENSGALG00000051370,15,8,47,4,8,105,5,0,5,33,1,15
ENSGALG00000010338,7,75,19,2,11,203,0,0,15,12,1,5
ENSGALG00000010331,8,16,1,25,1,32,20,0,180,2,4,3
ENSGALG00000010333,345,357,164,700,207,1339,822,367,609,309,422,299
ENSGALG00000010334,14,17,11,11,8,14,41,9,13,12,5,3
ENSGALG00000010335,785,852,608,1705,611,2090,1098,518,956,692,771,829
ENSGALG00000010337,9,38,16,48,7,37,40,6,60,12,32,19
ENSGALG00000027002,61,56,15,36,26,164,47,68,119,7,61,91
ENSGALG00000029419,806,1567,723,300,343,913,406,520,837,553,485,754
ENSGALG00000045444,0,1,0,3,1,0,0,0,0,1,0,0
ENSGALG00000000071,246,248,138,444,155,669,351,194,345,120,215,247
ENSGALG00000029416,127,167,56,156,62,162,111,130,77,59,93,105
ENSGALG00000019284,1162,1750,784,1477,599,1706,1094,1054,1250,556,1119,1531
ENSGALG00000003545,153,183,51,174,86,103,46,120,134,61,67,101
ENSGALG00000051959,20,17,15,69,7,79,55,16,59,11,35,48
ENSGALG00000051958,0,0,0,0,0,25,0,0,0,0,11,0
ENSGALG00000009598,7736,11584,6973,13418,4449,19786,9075,6451,9086,4536,10320,9709
ENSGALG00000051953,0,1,0,1,0,6,0,0,0,1,1,0
ENSGALG00000051952,0,1,1,0,1,1,0,0,1,0,1,0
ENSGALG00000009594,1753,2788,564,761,401,2257,680,931,1281,484,638,851
ENSGALG00000009595,3666,4335,2459,6904,1919,8116,4305,3262,3907,1767,5101,5271
ENSGALG00000051957,639,835,351,1103,431,2206,809,421,944,332,566,580
ENSGALG00000051956,0,0,0,1,0,1,0,0,0,1,0,0
ENSGALG00000051955,1,0,0,0,0,3,0,1,3,1,2,0
ENSGALG00000051954,174,159,78,318,132,833,171,115,191,60,224,137
ENSGALG00000031866,265,216,119,361,153,761,538,343,363,75,365,594
ENSGALG00000031860,160,135,116,222,76,258,116,161,200,54,169,146
ENSGALG00000031863,4,0,4,4,0,21,0,0,4,3,0,0
ENSGALG00000031862,661,758,560,604,480,3897,584,439,955,555,309,475
ENSGALG00000031869,4330,4602,3128,12093,3369,14022,7347,4368,7076,2300,5757,5811
ENSGALG00000050028,0,0,0,0,0,0,0,1,0,0,0,0
ENSGALG00000050029,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000055018,10,14,1,11,1,11,0,1,3,1,10,7
ENSGALG00000055019,2,1,4,2,0,1,7,1,1,2,1,2
ENSGALG00000050024,4,3,0,4,0,13,1,0,4,8,4,5
ENSGALG00000055017,0,2,0,0,0,0,1,0,0,1,1,0
ENSGALG00000050026,847,1100,473,315,229,1410,384,509,1063,508,460,497
ENSGALG00000055015,9,15,9,10,10,53,3,27,2,10,7,6
ENSGALG00000050020,28,78,19,26,27,10,52,24,90,18,23,6
ENSGALG00000050021,30,0,0,32,0,0,18,0,52,21,0,32
ENSGALG00000050022,20,30,6,54,7,40,35,7,102,27,24,11
ENSGALG00000050023,25,32,15,2,7,139,5,3,1,56,4,8
