gene_id,UP_90_10_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_11_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_12_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_1_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_2_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_3_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_4_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_5_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_6_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_7_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_8_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_9_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out
ENSGALG00000001046,1130,2217,1019,973,511,1957,1404,845,2247,614,599,1337
ENSGALG00000047885,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047882,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047883,3,10,4,0,0,35,0,0,21,0,0,13
ENSGALG00000001042,1972,3291,1485,1571,839,3550,1860,1441,3470,1142,1154,1920
ENSGALG00000047881,0,0,0,0,0,0,0,0,0,2,0,0
ENSGALG00000006013,1314,2335,955,897,418,2290,1105,604,2728,763,592,1235
ENSGALG00000006010,980,1626,1150,1097,176,1575,1410,882,1815,425,705,1234
ENSGALG00000006011,87,126,69,94,31,414,160,52,161,19,33,55
ENSGALG00000006016,130,108,95,108,34,156,102,63,104,43,41,95
ENSGALG00000001049,204,462,209,138,68,676,88,113,290,91,71,230
ENSGALG00000047888,0,1,0,0,2,1,0,0,2,0,0,2
ENSGALG00000006015,2225,3162,1663,1877,794,3880,2062,1774,2622,733,1409,2481
ENSGALG00000011947,278,519,339,337,142,632,383,293,608,124,176,434
ENSGALG00000007948,63,152,69,145,51,116,50,106,94,28,55,118
ENSGALG00000007945,1692,2434,707,635,355,1474,628,1218,2449,845,1032,1172
ENSGALG00000007944,2171,2251,1343,2022,890,4231,2413,1741,3596,649,1059,2493
ENSGALG00000007941,120,234,124,86,35,156,74,109,103,27,83,177
ENSGALG00000035228,491,219,89,232,236,355,249,271,255,186,106,299
ENSGALG00000035223,627,1595,779,430,460,1317,997,1303,1408,561,298,1008
ENSGALG00000035221,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000036049,428,651,267,354,135,572,319,253,573,94,199,559
ENSGALG00000036042,10,8,13,6,6,5,14,16,57,10,14,10
ENSGALG00000036043,293,433,234,372,192,360,418,266,771,157,254,337
ENSGALG00000036040,11,37,23,14,9,52,11,10,31,18,28,29
ENSGALG00000036044,158,160,94,76,62,352,144,111,260,93,49,104
ENSGALG00000007059,39,70,28,29,15,257,17,42,46,4,10,22
ENSGALG00000007058,839,1251,622,557,332,1626,741,561,1201,401,352,797
ENSGALG00000007054,1102,1997,965,822,518,1914,888,807,1679,588,532,979
ENSGALG00000007057,109,135,63,85,44,277,116,127,164,25,41,159
ENSGALG00000007052,278,300,195,306,90,893,426,209,538,113,179,282
ENSGALG00000034574,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000034575,85,158,34,34,29,150,52,23,187,81,47,56
ENSGALG00000034572,126,229,117,117,52,315,96,129,151,36,66,157
ENSGALG00000034573,1950,2923,1412,1355,670,3309,1666,1349,2747,663,1081,2296
ENSGALG00000002667,797,1029,617,371,219,1330,559,475,3958,648,229,505
ENSGALG00000002666,1950,5003,2525,2366,1335,4401,2807,2193,5988,2148,1959,2431
ENSGALG00000036598,83,102,37,58,23,121,74,26,165,25,36,63
ENSGALG00000002663,401,487,221,431,106,1042,636,348,442,106,298,502
ENSGALG00000036593,51,79,36,49,35,55,59,38,114,83,24,34
ENSGALG00000004629,695,782,442,376,248,961,429,320,848,322,272,536
ENSGALG00000004628,188,316,160,154,124,381,316,197,306,99,190,282
ENSGALG00000004627,0,0,0,0,0,0,0,0,13,0,0,0
ENSGALG00000004625,581,963,402,783,336,1751,1066,555,1506,449,453,616
ENSGALG00000004623,260,492,218,249,98,374,172,174,445,101,151,331
ENSGALG00000004622,564,1073,572,436,279,1265,448,667,1159,310,253,627
ENSGALG00000004621,1603,2066,1245,890,371,6682,1273,1031,1451,574,433,1161
ENSGALG00000004620,6650,9979,5153,5152,2924,9744,7287,4364,14540,5162,4090,6315
ENSGALG00000048308,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048309,180,267,46,36,192,94,37,132,81,104,31,77
ENSGALG00000048300,10,2,2,10,1,9,7,3,60,1,1,1
ENSGALG00000048301,13,18,10,26,2,30,11,0,23,2,10,8
ENSGALG00000048302,5,1,1,0,0,28,1,0,1,9,0,1
ENSGALG00000048303,0,25,0,15,0,23,0,0,12,0,3,0
ENSGALG00000048304,4,4,6,13,6,10,6,0,9,0,4,13
ENSGALG00000048305,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048306,14,27,14,16,9,31,17,5,57,18,12,17
ENSGALG00000048307,38,30,21,0,0,125,0,25,0,0,0,58
ENSGALG00000035482,583,631,359,681,181,1426,860,427,755,207,372,548
ENSGALG00000035487,630,1037,576,324,228,1269,574,391,1225,474,253,521
ENSGALG00000037889,1391,2557,1435,1355,400,2855,1281,1483,1495,603,501,1735
ENSGALG00000037888,19,35,31,25,14,90,24,13,35,27,8,17
ENSGALG00000037880,1804,2863,1341,3005,1584,3530,4702,1813,7185,1848,2379,1908
ENSGALG00000052084,6,6,1,1,1,4,5,4,8,1,1,3
ENSGALG00000052085,0,0,2,24,0,7,0,11,0,0,6,43
ENSGALG00000034684,31,38,10,39,0,139,0,0,133,0,10,0
ENSGALG00000003539,149,183,122,107,125,303,150,126,315,241,59,118
ENSGALG00000031069,50,97,106,78,0,192,35,28,105,43,31,61
ENSGALG00000047308,15,22,12,13,9,38,22,0,22,13,5,24
ENSGALG00000052082,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052083,9,10,7,4,0,20,6,0,15,0,6,6
ENSGALG00000047305,0,1,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047304,1,0,0,0,0,1,0,0,1,0,1,0
ENSGALG00000031067,425,1115,241,131,132,399,213,135,426,255,249,293
ENSGALG00000047306,0,0,0,0,0,4,0,0,0,0,0,0
ENSGALG00000047301,0,0,0,4,0,0,7,0,0,0,0,0
ENSGALG00000003537,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000034688,1336,2591,1089,970,460,1812,1071,863,2381,864,892,1356
ENSGALG00000031062,806,1159,626,538,278,1451,788,597,920,233,301,833
ENSGALG00000004088,963,1564,770,651,295,3093,728,686,1090,368,393,773
ENSGALG00000004083,311,693,244,521,176,869,437,329,973,207,261,507
ENSGALG00000004082,1974,3544,1887,1930,1009,4254,2671,2064,4080,1338,1530,2413
ENSGALG00000004081,104,155,84,62,40,215,76,39,219,27,46,94
ENSGALG00000004087,354,622,276,211,153,523,243,229,399,171,107,265
ENSGALG00000004085,229,410,212,152,69,487,157,177,252,87,115,340
ENSGALG00000052558,1,0,0,2,0,6,1,0,0,0,1,2
ENSGALG00000052559,0,0,0,0,0,0,0,0,8,0,0,0
ENSGALG00000052556,26,15,7,55,8,75,69,21,52,2,13,19
ENSGALG00000052557,0,18,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052554,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052555,0,10,0,18,0,34,0,0,13,0,3,0
ENSGALG00000052552,61,90,38,11,42,220,36,30,54,39,4,28
ENSGALG00000052553,5,29,19,26,4,42,30,15,21,5,16,20
ENSGALG00000052550,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052551,0,0,0,0,0,11,0,0,0,0,0,0
ENSGALG00000005978,11931,32683,12248,16845,4167,16073,7741,8310,14435,7959,8469,14006
ENSGALG00000005979,506,971,572,716,209,919,608,425,1160,255,412,520
ENSGALG00000005974,5224,9031,4774,3350,2096,15318,5050,4078,16305,4251,1964,4348
ENSGALG00000005975,121,238,112,255,85,292,102,37,284,92,57,133
ENSGALG00000005976,432,1241,562,293,169,772,300,447,756,334,265,470
ENSGALG00000005977,1666,3391,2131,2727,603,3874,3691,2104,2970,255,1517,2826
ENSGALG00000005971,289,502,268,333,138,564,427,368,596,137,218,487
ENSGALG00000005972,0,10,10,7,0,29,20,0,24,7,3,7
ENSGALG00000005973,155,284,142,179,57,359,241,66,194,58,79,146
ENSGALG00000019201,293,435,271,315,119,615,481,295,359,75,156,360
ENSGALG00000040651,2486,3143,1582,2966,1098,4768,3227,1898,4286,1297,1749,2534
ENSGALG00000040655,54,106,50,41,37,129,86,29,353,47,19,45
ENSGALG00000044141,273,514,323,195,121,475,242,313,545,140,215,318
ENSGALG00000044146,16,21,0,0,5,22,0,0,0,0,0,28
ENSGALG00000048878,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048879,0,0,0,0,0,52,0,0,0,0,0,0
ENSGALG00000048876,13,8,6,12,2,24,0,0,13,0,5,6
ENSGALG00000048877,0,5,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048874,2,3,2,4,1,13,3,3,34,6,2,1
ENSGALG00000048875,7,7,0,8,0,19,0,0,5,0,0,0
ENSGALG00000048872,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048873,202,183,142,228,29,344,96,60,156,86,61,146
ENSGALG00000048870,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048871,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000026507,252,289,179,220,112,485,367,188,280,56,118,261
ENSGALG00000036867,312,734,330,260,219,663,365,231,756,397,202,365
ENSGALG00000036861,0,0,0,2,0,5,0,0,0,0,0,0
ENSGALG00000026500,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000036869,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050641,2,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000041013,1800,2950,1534,1815,966,3029,2484,778,5769,1760,1587,1498
ENSGALG00000033332,23,41,42,12,14,58,7,26,83,26,12,28
ENSGALG00000041010,692,1189,470,337,209,1640,444,477,1187,349,173,654
ENSGALG00000033337,0,1,0,1,0,1,0,0,2,2,1,0
ENSGALG00000041015,11,7,11,5,6,7,8,9,0,10,0,8
ENSGALG00000041014,29,31,50,38,9,98,20,64,81,8,29,63
ENSGALG00000033339,13,17,6,6,3,22,15,22,25,13,1,4
ENSGALG00000033338,1816,2368,1426,1698,581,2120,1985,1846,2585,574,1144,2385
ENSGALG00000039037,371,462,207,323,140,620,545,308,629,115,193,469
ENSGALG00000005022,9,6,11,5,0,15,35,4,9,0,0,0
ENSGALG00000005020,67,57,50,29,14,115,26,33,63,35,29,68
ENSGALG00000005021,681,923,513,760,267,1645,1100,622,1020,258,459,682
ENSGALG00000005024,535,880,480,622,202,911,699,305,741,183,307,555
ENSGALG00000005028,309,451,223,287,105,572,242,242,547,123,206,386
ENSGALG00000020836,15,5,6,5,0,10,0,0,0,4,0,0
ENSGALG00000028851,1096,1863,1033,1020,349,2480,1120,954,1654,272,561,1236
ENSGALG00000021552,6,0,1,0,4,4,13,0,15,1,2,0
ENSGALG00000039074,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000021553,0,0,0,0,0,0,0,0,17,0,0,0
ENSGALG00000039072,633,1330,660,348,234,937,579,657,1200,436,361,790
ENSGALG00000039071,99,167,51,40,27,125,21,23,185,62,42,81
ENSGALG00000047499,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052931,47,41,14,27,11,15,16,41,44,19,14,20
ENSGALG00000012145,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000012144,669,1147,496,681,321,1568,740,392,1506,344,404,649
ENSGALG00000012147,326,597,400,326,94,915,541,317,390,109,213,402
ENSGALG00000042099,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000012140,8,18,4,4,8,11,0,11,0,0,7,13
ENSGALG00000012142,859,1498,690,1095,459,2775,1869,995,1717,215,748,1221
ENSGALG00000042096,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000012148,152,291,137,103,69,229,170,149,276,84,63,164
ENSGALG00000042095,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000009104,608,927,586,996,202,1523,1143,451,801,242,472,722
ENSGALG00000045305,506,1070,390,735,226,1079,975,486,733,209,397,919
ENSGALG00000022991,335,592,358,399,76,746,537,316,401,116,202,412
ENSGALG00000020164,53,57,15,51,15,138,62,48,83,16,7,14
ENSGALG00000020160,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000039924,1793,2059,1064,2290,730,3388,2740,1583,2405,584,1334,2376
ENSGALG00000039920,3265,5225,2902,3513,1340,6136,4620,3425,5656,546,1809,4410
ENSGALG00000039923,2,6,3,2,0,11,19,0,16,0,3,4
ENSGALG00000048461,0,20,0,0,0,0,0,1,0,0,0,0
ENSGALG00000048460,0,0,0,0,1,0,0,0,1,0,0,0
ENSGALG00000048463,0,0,1,1,0,3,0,1,0,1,0,0
ENSGALG00000048462,25,9,14,35,6,90,22,24,29,0,12,26
ENSGALG00000048465,1,0,0,2,0,0,0,0,0,0,0,0
ENSGALG00000048464,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048467,28,47,11,32,21,34,66,0,58,31,38,26
ENSGALG00000048466,0,0,2,0,0,0,0,0,4,0,3,2
ENSGALG00000048469,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048468,8,0,0,10,0,7,0,5,20,0,3,7
ENSGALG00000014428,277,504,236,204,132,1194,248,171,529,141,113,271
ENSGALG00000043329,332,650,346,456,222,2232,590,244,1582,400,181,354
ENSGALG00000002341,292,338,182,458,89,650,446,173,441,75,196,293
ENSGALG00000002346,77,109,68,68,7,423,74,101,97,25,15,58
ENSGALG00000002347,161,470,137,205,91,480,229,100,344,107,120,288
ENSGALG00000001333,113,314,194,155,31,265,172,87,260,50,68,177
ENSGALG00000014421,257,281,171,268,72,580,343,157,275,73,140,292
ENSGALG00000043327,8,23,7,5,0,0,4,10,53,0,0,9
ENSGALG00000014425,91,181,93,64,22,460,88,68,67,16,30,72
ENSGALG00000014426,402,562,243,511,201,1047,477,364,540,144,301,482
ENSGALG00000015737,96,165,46,93,43,101,130,55,114,11,37,69
ENSGALG00000001334,2373,2367,1259,2498,661,5349,3820,1920,3808,739,1493,2983
ENSGALG00000042052,886,1663,775,695,271,2028,1017,972,1468,325,405,922
ENSGALG00000008709,32,182,60,58,30,203,117,47,37,8,50,124
ENSGALG00000008700,1610,3047,1343,1236,438,3774,1460,1308,2051,730,808,1716
ENSGALG00000008701,144,180,73,57,28,336,103,68,163,0,67,108
ENSGALG00000008702,7,2,7,0,0,5,11,0,0,2,0,0
ENSGALG00000008703,322,442,176,263,113,681,334,225,395,102,93,194
ENSGALG00000008704,38,21,0,13,5,14,0,0,13,5,3,33
ENSGALG00000008707,1038,1575,856,1063,457,2266,1199,864,1712,446,637,1155
ENSGALG00000009078,9,27,0,2,0,2,0,1,14,1,3,3
ENSGALG00000009071,1195,2481,1516,1552,559,3372,1739,1167,2203,554,868,1545
ENSGALG00000009070,764,1453,813,540,188,1319,608,507,629,322,382,592
ENSGALG00000009073,1458,1942,934,905,679,2085,1961,972,2384,384,807,2435
ENSGALG00000009075,2399,3965,1674,1749,1120,3509,2835,2271,5372,1212,1207,2394
ENSGALG00000009076,724,1488,639,759,211,1854,934,646,837,344,426,845
ENSGALG00000053933,6,5,7,3,1,14,0,3,1,0,1,14
ENSGALG00000053932,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000012965,292,489,229,157,73,703,259,271,230,96,78,246
ENSGALG00000053930,6,22,0,0,0,24,5,0,0,0,0,0
ENSGALG00000053937,0,5,0,1,0,2,0,0,2,1,0,4
ENSGALG00000053936,162,132,116,97,64,321,224,139,260,27,61,253
ENSGALG00000053935,3,0,0,6,0,0,0,0,0,0,2,0
ENSGALG00000053934,13,32,12,16,3,50,32,6,20,13,10,25
ENSGALG00000053939,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053938,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000012968,236,371,245,195,84,504,228,185,241,85,147,265
ENSGALG00000054628,4,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054629,183,225,141,168,88,444,234,176,303,45,118,262
ENSGALG00000054626,0,2,7,4,0,27,0,0,23,0,0,0
ENSGALG00000054627,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054624,28,79,40,40,11,102,68,20,104,16,22,59
ENSGALG00000054625,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054622,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054623,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054620,1,1,1,2,0,2,1,1,1,2,1,2
ENSGALG00000054621,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000017308,0,0,16,2,0,0,17,0,12,0,0,6
ENSGALG00000017309,197,255,110,128,66,296,129,109,290,132,52,173
ENSGALG00000017302,154,240,107,139,46,402,142,52,358,94,52,119
ENSGALG00000017304,929,1731,960,1122,479,1369,1310,941,1991,387,814,1308
ENSGALG00000017307,621,945,394,553,169,1094,677,400,905,236,306,563
ENSGALG00000038075,0,0,0,16,0,7,9,0,11,4,4,0
ENSGALG00000027320,2891,1137,402,1758,373,2387,995,769,3730,438,553,1305
ENSGALG00000027323,10,2,0,0,0,5,0,0,2086,12,0,0
ENSGALG00000008886,660,1058,423,685,368,1096,848,374,1584,364,420,651
ENSGALG00000008885,86,70,27,53,45,205,50,52,82,24,36,66
ENSGALG00000008883,63,82,48,124,43,300,181,68,354,62,56,100
ENSGALG00000008881,390,592,246,178,140,1020,307,363,612,239,125,244
ENSGALG00000008880,348,705,397,339,128,650,313,264,431,158,191,425
ENSGALG00000008889,465,654,479,437,162,1331,486,361,632,208,262,498
ENSGALG00000008888,59,79,57,77,30,51,103,36,23,15,52,75
ENSGALG00000017876,229,127,38,183,21,428,104,28,76,15,51,55
ENSGALG00000017874,170,51,13,168,11,157,35,29,46,25,25,47
ENSGALG00000017875,101,154,50,162,26,467,67,19,35,58,44,67
ENSGALG00000017872,28,13,5,13,7,50,18,3,24,5,6,13
ENSGALG00000017870,712,125,115,845,114,1214,244,63,345,53,67,134
ENSGALG00000017871,0,2,0,0,1,0,0,0,0,0,0,1
ENSGALG00000013377,257,325,187,633,174,626,835,345,667,242,400,355
ENSGALG00000013376,132,36,0,0,72,0,0,10,0,51,5,28
ENSGALG00000013371,171,265,80,29,29,509,59,50,158,134,12,67
ENSGALG00000013372,279,360,294,97,73,1344,173,51,203,138,40,100
ENSGALG00000024676,169,133,34,180,41,132,107,95,112,40,106,136
ENSGALG00000000107,31,34,13,16,10,6,23,16,67,23,8,10
ENSGALG00000000104,770,2098,882,593,478,1413,828,1155,1910,607,682,1466
ENSGALG00000047143,3079,970,523,2579,371,3451,1264,260,1631,247,606,1248
ENSGALG00000047142,453,681,334,427,172,1074,485,362,764,204,287,439
ENSGALG00000047141,10,22,6,11,0,64,21,8,15,3,6,6
ENSGALG00000047140,181,439,185,358,44,418,278,122,207,128,196,208
ENSGALG00000047147,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047146,0,13,3,12,0,6,10,0,16,3,4,0
ENSGALG00000047145,1066,1732,854,821,630,1996,1696,810,2937,1178,852,978
ENSGALG00000047144,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047149,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047148,102,288,103,90,68,258,119,107,256,57,63,174
ENSGALG00000029360,951,1492,718,1044,348,2047,1123,801,1361,359,657,1096
ENSGALG00000029367,819,1657,681,325,332,1296,432,470,1266,508,266,479
ENSGALG00000012422,145,227,142,66,76,860,94,81,203,145,34,77
ENSGALG00000012420,851,889,355,176,50,1292,179,105,534,189,125,358
ENSGALG00000012421,377,536,304,97,72,1460,254,94,180,105,47,134
ENSGALG00000012426,357,468,260,325,132,559,326,356,545,130,152,378
ENSGALG00000015435,421,676,213,365,71,777,283,341,355,102,326,567
ENSGALG00000015436,1430,1394,877,1009,569,4070,1665,1331,1998,320,577,1352
ENSGALG00000012425,436,655,311,276,156,715,515,403,1549,306,172,354
ENSGALG00000015438,94,168,62,56,16,131,56,58,132,34,41,177
ENSGALG00000052715,15,9,9,6,2,26,8,0,7,4,0,27
ENSGALG00000052716,6,0,0,0,0,0,4,0,6,4,0,11
ENSGALG00000009825,498,657,508,710,197,1238,878,559,1062,218,356,679
ENSGALG00000009822,284,388,244,323,117,600,328,288,339,89,236,337
ENSGALG00000009823,196,276,179,82,16,614,164,112,179,49,62,135
ENSGALG00000052712,285,402,233,290,194,374,455,155,773,375,289,336
ENSGALG00000052713,2,2,0,0,0,0,0,0,5,2,0,0
ENSGALG00000050716,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050717,9,11,0,4,0,13,0,0,39,0,4,7
ENSGALG00000050714,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050715,21,9,12,3,1,48,7,4,2,11,1,5
ENSGALG00000050712,0,0,0,0,0,0,0,0,0,1,0,0
ENSGALG00000050713,3,0,1,2,0,7,0,0,4,0,0,2
ENSGALG00000050710,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050711,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050718,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050719,89,54,41,53,12,86,57,41,163,39,40,66
ENSGALG00000014740,210,243,119,333,148,622,400,137,528,114,167,221
ENSGALG00000014743,70,66,33,87,27,90,105,22,105,13,36,78
ENSGALG00000014742,3,1,0,0,0,13,1,0,0,0,0,3
ENSGALG00000014747,154,286,187,332,112,459,363,126,364,124,175,248
ENSGALG00000045788,908,2092,877,217,218,971,395,404,743,546,369,947
ENSGALG00000014749,1163,2227,1155,1282,583,1975,1324,1263,2370,591,937,1765
ENSGALG00000045780,10,20,23,8,3,8,3,18,25,5,4,6
ENSGALG00000040492,966,1655,770,819,382,2280,1355,761,1726,459,479,914
ENSGALG00000040493,2593,1477,837,691,726,3842,1508,2563,4535,529,796,3901
ENSGALG00000040498,45,31,35,44,13,78,21,0,44,22,28,39
ENSGALG00000028940,433,712,416,445,154,968,481,408,620,158,301,418
ENSGALG00000028942,234,473,211,133,108,317,148,250,252,119,131,310
ENSGALG00000028944,3,15,2,6,3,17,4,12,19,11,3,4
ENSGALG00000028949,29,58,19,4,0,10,6,9,202,16,15,48
ENSGALG00000008060,130,277,146,271,57,354,185,55,197,59,110,323
ENSGALG00000008063,13,18,0,0,0,5,9,0,67,3,7,33
ENSGALG00000008066,650,1290,518,409,220,980,788,547,1046,140,369,1089
ENSGALG00000000692,146,313,100,205,61,248,181,151,341,117,168,201
ENSGALG00000000693,533,1193,664,407,315,1390,584,497,1185,483,282,591
ENSGALG00000000690,231,328,132,214,83,207,228,127,352,77,121,234
ENSGALG00000000695,82,93,37,71,36,193,89,35,87,28,35,79
ENSGALG00000000699,855,1681,751,621,422,1935,1008,444,2120,690,514,826
ENSGALG00000006934,183,248,134,160,113,263,237,93,305,101,137,206
ENSGALG00000006937,791,1561,682,363,324,683,403,538,1120,632,462,991
ENSGALG00000006936,130,285,96,66,56,257,95,108,303,139,81,133
ENSGALG00000006933,36,65,20,29,0,81,25,50,31,4,22,43
ENSGALG00000006939,2192,4122,2261,2365,834,4957,3049,2142,3246,659,1260,2982
ENSGALG00000044554,130,136,64,112,68,263,140,136,125,19,61,119
ENSGALG00000044550,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000000525,761,1024,603,549,287,1989,786,560,1327,337,341,676
ENSGALG00000000521,417,464,177,291,212,515,407,312,810,137,211,470
ENSGALG00000000523,629,1086,541,463,233,2733,645,427,811,296,216,483
ENSGALG00000000528,254,588,365,249,151,495,367,225,631,241,155,366
ENSGALG00000000529,801,1712,884,277,365,2902,791,876,951,383,152,484
ENSGALG00000010110,247,390,230,309,118,274,262,132,460,75,179,345
ENSGALG00000010114,8,14,15,3,10,17,25,0,133,8,20,13
ENSGALG00000010116,3,3,0,3,0,0,0,0,0,0,2,0
ENSGALG00000010117,57,68,14,44,8,85,37,40,76,7,18,62
ENSGALG00000010118,168,339,175,211,72,334,314,221,276,78,185,237
ENSGALG00000010119,536,1125,537,658,180,1052,487,504,732,249,376,680
ENSGALG00000041512,386,527,301,404,176,861,430,387,811,156,206,303
ENSGALG00000041510,0,9,0,0,0,0,0,0,0,0,0,0
ENSGALG00000037290,0,0,0,0,0,0,1,0,0,0,0,0
ENSGALG00000047929,128,265,101,167,100,681,263,138,488,299,105,123
ENSGALG00000047928,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000031605,5,1,2,0,0,1,1,0,1,0,0,0
ENSGALG00000037299,44,49,40,53,51,109,63,36,139,20,95,63
ENSGALG00000047927,1,1,1,1,0,0,0,0,2,2,0,2
ENSGALG00000047926,0,5,0,0,0,3,0,0,0,0,0,5
ENSGALG00000047921,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047920,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047923,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047922,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000006203,239,392,186,210,93,420,228,98,435,106,112,239
ENSGALG00000006202,4,4,0,0,0,0,0,0,14,9,0,0
ENSGALG00000006201,657,949,536,350,309,1244,619,403,1140,402,294,600
ENSGALG00000006207,1521,1921,937,874,615,1976,1083,958,2374,911,562,1097
ENSGALG00000006205,376,597,357,579,163,1040,694,420,579,122,278,577
ENSGALG00000018977,0,15,0,0,0,6,0,0,0,0,0,0
ENSGALG00000017462,593,749,388,489,187,1376,675,379,1099,266,358,524
ENSGALG00000042259,1577,2120,958,1366,636,2708,1763,1428,2219,711,929,1559
ENSGALG00000042254,779,1140,544,516,235,1552,578,446,789,242,345,736
ENSGALG00000042256,0,0,0,2,0,0,0,0,0,0,0,0
ENSGALG00000042257,3,0,7,0,0,2,4,0,687,10,0,3
ENSGALG00000003189,1688,3381,1366,998,667,2469,1170,1609,2366,982,874,2134
ENSGALG00000003185,1416,1903,839,750,322,2473,805,880,1170,401,358,1070
ENSGALG00000003183,329,495,301,375,132,685,496,336,706,158,204,377
ENSGALG00000003181,182,672,285,165,90,494,191,230,468,193,119,211
ENSGALG00000043129,1366,2928,1292,984,924,3352,1005,1197,2615,1114,572,1457
ENSGALG00000002581,357,539,290,155,89,620,162,245,442,170,98,303
ENSGALG00000036659,32,143,24,9,0,36,8,75,32,17,17,36
ENSGALG00000002583,1159,1515,872,517,283,3988,731,485,1064,323,278,521
ENSGALG00000002587,636,1376,773,976,143,1911,915,840,544,159,535,525
ENSGALG00000002588,540,359,191,333,277,875,514,298,1145,257,225,349
ENSGALG00000038231,171,183,32,23,29,24,29,19,23,90,36,64
ENSGALG00000043126,567,1047,443,375,299,870,446,483,991,349,290,605
ENSGALG00000034725,343,510,226,399,219,1129,703,263,1368,456,259,310
ENSGALG00000020201,123,214,98,201,70,313,210,52,159,30,80,97
ENSGALG00000034722,270,525,232,160,71,974,227,208,320,121,113,235
ENSGALG00000033513,898,1379,582,558,456,1749,737,612,1541,564,362,835
ENSGALG00000033512,535,707,377,578,269,1134,1099,549,1560,252,374,440
ENSGALG00000033510,70,106,39,21,0,73,84,35,123,27,24,82
ENSGALG00000033517,3,3,0,0,0,3,0,0,15,0,3,2
ENSGALG00000033515,543,822,425,495,189,833,466,317,952,269,314,575
ENSGALG00000048111,0,0,0,0,0,0,0,0,0,0,0,0
